Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-25,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,47.26,3935,2624,72,65.638.889,Conversas por mensagem iniciadas,2,23.63,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,69.21,8711,6254,81,85.444.444,Conversas por mensagem iniciadas,13,532.384.615,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,49.59,4218,2832,85,58.341.176,Conversas por mensagem iniciadas,5,9.918,2026-08-24,2026-08-24,
[AGO]_[SN]_Card_Condição - Lote,2026-08-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,42.82,1854,1452,15,285.466.667,Conversas por mensagem iniciadas,5,8.564,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.05,1007,798,16,815.625,Conversas por mensagem iniciadas,2,6.525,2026-08-24,2026-08-24,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,39.23,890,753,24,163.458.333,,,,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,32.98,1098,775,2,16.49,Conversas por mensagem iniciadas,1,32.98,2026-08-24,2026-08-24,
[AGO]_[SN]_Card_Condição - Lote,2026-08-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,38.81,1794,1420,11,352.818.182,Conversas por mensagem iniciadas,3,1.293.666.667,2026-08-23,2026-08-23,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,51.25,4506,3054,69,74.275.362,Conversas por mensagem iniciadas,4,12.8125,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,77.61,8127,5845,61,127.229.508,Conversas por mensagem iniciadas,12,6.4675,2026-08-23,2026-08-23,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.89,1024,838,13,106.846.154,Conversas por mensagem iniciadas,2,6.945,2026-08-23,2026-08-23,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,44.89,1228,961,34,132.029.412,Conversas por mensagem iniciadas,4,11.2225,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,30.66,1437,1098,7,4.38,,,,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,30.21,1583,1173,5,6.042,,,,2026-08-22,2026-08-22,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,25.89,527,440,20,1.2945,Conversas por mensagem iniciadas,3,8.63,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,5.97,467,404,6,995,,,,2026-08-22,2026-08-22,
[AGO]_[SN]_Card_Condição - Lote,2026-08-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,29.49,1656,1370,8,368.625,Conversas por mensagem iniciadas,1,29.49,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,58.66,5961,4261,42,139.666.667,Conversas por mensagem iniciadas,2,29.33,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,27.61,2520,1782,44,6.275,Conversas por mensagem iniciadas,5,5.522,2026-08-22,2026-08-22,
[AGO]_[SN]_Card_Condição - Lote,2026-08-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.41,1027,869,4,4.8525,,,,2026-08-21,2026-08-21,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,29.88,2844,1950,46,64.956.522,Conversas por mensagem iniciadas,2,14.94,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,40.03,3784,2802,24,166.791.667,Conversas por mensagem iniciadas,1,40.03,2026-08-21,2026-08-21,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.6,555,440,15,50.666.667,Conversas por mensagem iniciadas,3,253.333.333,2026-08-21,2026-08-21,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,22.81,513,424,11,207.363.636,Conversas por mensagem iniciadas,1,22.81,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,18.43,930,664,7,263.285.714,,,,2026-08-21,2026-08-21,
[AGO]_[SN]_Card_Condição - Lote,2026-08-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.16,900,741,3,638.666.667,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,37.26,3423,2498,22,169.363.636,Conversas por mensagem iniciadas,2,18.63,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,40.72,3139,2103,55,74.036.364,Conversas por mensagem iniciadas,6,678.666.667,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.58,651,503,15,63.866.667,Conversas por mensagem iniciadas,4,2.395,2026-08-20,2026-08-20,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,21.45,427,360,10,2.145,Conversas por mensagem iniciadas,3,7.15,2026-08-20,2026-08-20,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,20.48,942,639,5,4.096,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,21.73,1129,800,8,271.625,Conversas por mensagem iniciadas,1,21.73,2026-08-19,2026-08-19,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,22.96,555,423,21,109.333.333,Conversas por mensagem iniciadas,5,4.592,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.95,910,746,9,121.666.667,,,,2026-08-19,2026-08-19,
[AGO]_[SN]_Card_Condição - Lote,2026-08-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,23.78,1334,1058,4,5.945,Conversas por mensagem iniciadas,1,23.78,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,43.28,3722,2708,24,180.333.333,Conversas por mensagem iniciadas,2,21.64,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,43.24,3276,2033,53,81.584.906,Conversas por mensagem iniciadas,5,8.648,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,47.47,3710,2510,55,86.309.091,Conversas por mensagem iniciadas,4,11.8675,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,43.83,4617,3347,37,118.459.459,Conversas por mensagem iniciadas,2,21.915,2026-08-18,2026-08-18,
[AGO]_[SN]_Card_Condição - Lote,2026-08-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,24.37,992,750,8,304.625,Conversas por mensagem iniciadas,3,812.333.333,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,12.87,909,726,7,183.857.143,Conversas por mensagem iniciadas,1,12.87,2026-08-18,2026-08-18,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,27.55,616,490,23,119.782.609,Conversas por mensagem iniciadas,4,6.8875,2026-08-18,2026-08-18,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,24.63,928,667,7,351.857.143,Conversas por mensagem iniciadas,2,12.315,2026-08-18,2026-08-18,
[AGO]_[SN]_Card_Condição - Lote,2026-08-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,24.15,1286,1013,5,4.83,Conversas por mensagem iniciadas,2,12.075,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-17,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,4.43,341,320,1,4.43,,,,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,44.14,4889,3514,32,1.379.375,Conversas por mensagem iniciadas,3,1.471.333.333,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,45.5,3626,2437,61,74.590.164,Conversas por mensagem iniciadas,6,758.333.333,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.35,923,773,8,129.375,Conversas por mensagem iniciadas,1,10.35,2026-08-17,2026-08-17,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.54,697,575,16,122.125,Conversas por mensagem iniciadas,1,19.54,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,24.15,1315,945,9,268.333.333,,,,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,22.04,1348,1001,8,2.755,Conversas por mensagem iniciadas,1,22.04,2026-08-16,2026-08-16,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,27.49,950,814,9,305.444.444,Conversas por mensagem iniciadas,2,13.745,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,12.65,1157,950,11,1.15,Conversas por mensagem iniciadas,3,421.666.667,2026-08-16,2026-08-16,
[AGO]_[SN]_Card_Condição - Lote,2026-08-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,22.42,1288,992,7,320.285.714,Conversas por mensagem iniciadas,4,5.605,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,49.39,5242,3775,46,107.369.565,Conversas por mensagem iniciadas,4,12.3475,2026-08-16,2026-08-16,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-16,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.13,604,537,2,3.065,,,,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,45.56,4328,2892,59,77.220.339,Conversas por mensagem iniciadas,4,11.39,2026-08-16,2026-08-16,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,11.55,397,349,4,2.8875,,,,2026-08-15,2026-08-15,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,18.14,1344,940,3,604.666.667,,,,2026-08-15,2026-08-15,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.62,622,530,5,1.524,,,,2026-08-15,2026-08-15,
[AGO]_[SN]_Card_Condição - Lote,2026-08-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.83,985,788,4,3.4575,,,,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,29.28,3212,2424,23,127.304.348,Conversas por mensagem iniciadas,2,14.64,2026-08-15,2026-08-15,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-15,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,3.96,293,277,,,Conversas por mensagem iniciadas,1,3.96,2026-08-15,2026-08-15,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,29.95,2857,1855,47,63.723.404,Conversas por mensagem iniciadas,3,998.333.333,2026-08-15,2026-08-15,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,16.42,1005,709,5,3.284,Conversas por mensagem iniciadas,1,16.42,2026-08-14,2026-08-14,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13,364,296,2,6.5,,,,2026-08-14,2026-08-14,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.8,520,444,3,2.6,,,,2026-08-14,2026-08-14,
[AGO]_[SN]_Card_Condição - Lote,2026-08-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,14.05,875,704,5,2.81,,,,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,28.99,2830,1992,22,131.772.727,Conversas por mensagem iniciadas,1,28.99,2026-08-14,2026-08-14,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-14,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,4.53,379,334,2,2.265,Conversas por mensagem iniciadas,1,4.53,2026-08-14,2026-08-14,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,27.6,2463,1558,31,89.032.258,Conversas por mensagem iniciadas,1,27.6,2026-08-14,2026-08-14,
[AGO]_[SN]_Card_Condição - Lote,2026-08-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,20.06,1082,895,9,222.888.889,Conversas por mensagem iniciadas,2,10.03,2026-08-13,2026-08-13,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-13,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.75,416,361,,,,,,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,38.03,3250,2375,26,146.269.231,Conversas por mensagem iniciadas,5,7.606,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.74,2917,1914,65,56.523.077,Conversas por mensagem iniciadas,3,1.224.666.667,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.71,430,367,3,2.57,Conversas por mensagem iniciadas,3,2.57,2026-08-13,2026-08-13,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,15.75,1070,785,6,2.625,Conversas por mensagem iniciadas,1,15.75,2026-08-13,2026-08-13,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.56,516,429,6,3.26,Conversas por mensagem iniciadas,1,19.56,2026-08-13,2026-08-13,
[AGO]_[SN]_Card_Condição - Lote,2026-08-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,22.64,1188,992,9,251.555.556,Conversas por mensagem iniciadas,2,11.32,2026-08-12,2026-08-12,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-12,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.22,518,471,2,3.11,,,,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,40.19,3510,2326,21,191.380.952,Conversas por mensagem iniciadas,1,40.19,2026-08-12,2026-08-12,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,45.92,4445,2858,78,58.871.795,Conversas por mensagem iniciadas,5,9.184,2026-08-12,2026-08-12,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.27,777,642,10,1.027,,,,2026-08-12,2026-08-12,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,21.65,697,564,5,4.33,Conversas por mensagem iniciadas,1,21.65,2026-08-12,2026-08-12,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,20.7,880,720,6,3.45,Conversas por mensagem iniciadas,3,6.9,2026-08-12,2026-08-12,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,23.73,1195,893,5,4.746,Conversas por mensagem iniciadas,4,5.9325,2026-08-11,2026-08-11,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,27.05,851,643,7,386.428.571,,,,2026-08-11,2026-08-11,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.9,661,529,6,181.666.667,Conversas por mensagem iniciadas,1,10.9,2026-08-11,2026-08-11,
[AGO]_[SN]_Card_Condição - Lote,2026-08-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,27.39,1530,1266,9,304.333.333,Conversas por mensagem iniciadas,2,13.695,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,46.52,4939,3581,39,119.282.051,Conversas por mensagem iniciadas,3,1.550.666.667,2026-08-11,2026-08-11,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-11,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,08.07,656,580,3,2.69,,,,2026-08-11,2026-08-11,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,54.12,4340,2725,87,62.206.897,Conversas por mensagem iniciadas,6,09.02,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,40.51,3405,2580,27,150.037.037,Conversas por mensagem iniciadas,1,40.51,2026-08-10,2026-08-10,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,40.35,2953,2027,54,74.722.222,Conversas por mensagem iniciadas,2,20.175,2026-08-10,2026-08-10,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-10,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.16,411,365,1,6.16,,,,2026-08-10,2026-08-10,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,11.44,615,498,4,2.86,Conversas por mensagem iniciadas,1,11.44,2026-08-10,2026-08-10,
[AGO]_[N]_Vt_Oferta - M/T/R,2026-08-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,16.78,492,406,4,4.195,Conversas por mensagem iniciadas,1,16.78,2026-08-10,2026-08-10,
[AGO]_[SN]_Card_Condição - Lote,2026-08-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,20.84,1019,817,8,2.605,,,,2026-08-10,2026-08-10,
[AGO]_[N]_Vídeo_Oferta - Ação Joaçaba,2026-08-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.36,578,457,2,5.18,Conversas por mensagem iniciadas,1,10.36,2026-08-10,2026-08-10,
[AGO]_[SN]_Card_Condição - Lote,2026-08-09,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,21.17,1157,945,8,264.625,,,,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-09,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,22.84,2160,1558,16,1.4275,Conversas por mensagem iniciadas,1,22.84,2026-08-09,2026-08-09,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-09,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.28,553,508,1,6.28,Conversas por mensagem iniciadas,1,6.28,2026-08-09,2026-08-09,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-09,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,45.23,4009,2536,65,69.584.615,Conversas por mensagem iniciadas,5,9.046,2026-08-09,2026-08-09,
[AGO]_[SN]_Card_Condição - Lote,2026-08-08,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,17.87,1002,772,8,223.375,Conversas por mensagem iniciadas,2,8.935,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-08,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,15.15,1381,1010,10,1.515,Conversas por mensagem iniciadas,2,7.575,2026-08-08,2026-08-08,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-08,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,4.78,454,395,,,,,,2026-08-08,2026-08-08,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-08,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,32.66,3323,2180,67,48.746.269,Conversas por mensagem iniciadas,1,32.66,2026-08-08,2026-08-08,
[AGO]_[SN]_Card_Condição - Lote,2026-08-07,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,20.33,1242,966,9,225.888.889,Conversas por mensagem iniciadas,1,20.33,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-07,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,16.91,1454,956,7,241.571.429,,,,2026-08-07,2026-08-07,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-07,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,5.66,417,367,1,5.66,,,,2026-08-07,2026-08-07,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-07,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,32.37,2994,1941,60,5.395,Conversas por mensagem iniciadas,5,6.474,2026-08-07,2026-08-07,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-06,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.44,609,560,1,7.44,,,,2026-08-06,2026-08-06,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-06,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,37.66,3590,2248,71,53.042.254,Conversas por mensagem iniciadas,6,627.666.667,2026-08-06,2026-08-06,
[AGO]_[SN]_Card_Condição - Lote,2026-08-06,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.2,1141,867,3,6.4,Conversas por mensagem iniciadas,1,19.2,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-06,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,24.61,1706,1152,12,205.083.333,Conversas por mensagem iniciadas,2,12.305,2026-08-06,2026-08-06,
[AGO]_[SN]_Card_Condição - Lote,2026-08-05,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,8.88,459,372,5,1.776,Conversas por mensagem iniciadas,1,8.88,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-05,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,12.63,1082,854,10,1.263,Conversas por mensagem iniciadas,3,4.21,2026-08-05,2026-08-05,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-05,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.32,777,671,3,310.666.667,Conversas por mensagem iniciadas,1,9.32,2026-08-05,2026-08-05,
[JUL]_[N]_Card_Oferta ok,2026-08-05,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.1,1491,1102,11,173.636.364,Conversas por mensagem iniciadas,1,19.1,2026-08-05,2026-08-05,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-05,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,46.37,4402,2922,73,63.520.548,Conversas por mensagem iniciadas,4,11.5925,2026-08-05,2026-08-05,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-04,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,8.93,634,556,3,297.666.667,,,,2026-08-04,2026-08-04,
